number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_n,room_type_n,dist_to_center,price
0.0,1.0,0.0,3.0,1.0,8.473450238071026,99
1.0,1.0,0.0,21.0,0.0,8.109307952209303,43
0.0,1.0,328.0,15.0,0.0,9.49415831590186,65
87.0,1.0,83.0,30.0,0.0,11.876404430647444,96
1.0,1.0,0.0,4.0,0.0,5.095540361266564,37
3.0,1.0,365.0,77.0,1.0,5.2654211945234985,355
77.0,2.0,144.0,2.0,0.0,6.934456875449102,75
1.0,1.0,17.0,71.0,1.0,0.11059236205558438,180
135.0,4.0,309.0,49.0,0.0,5.9390342832338945,60
1.0,1.0,0.0,14.0,0.0,2.123117834420062,100
57.0,1.0,253.0,39.0,0.0,6.17722876740371,80
0.0,1.0,41.0,154.0,1.0,23.305207313795798,350
63.0,1.0,0.0,12.0,1.0,5.717549511444251,225
4.0,1.0,0.0,19.0,1.0,4.0054650592579035,179
15.0,1.0,345.0,62.0,0.0,23.7214649746417,49
8.0,1.0,6.0,6.0,1.0,9.269556092018167,150
1.0,7.0,0.0,12.0,1.0,5.5007339867334055,120
14.0,2.0,158.0,23.0,1.0,4.341613839972023,199
0.0,1.0,0.0,1.0,1.0,1.359456900936109,400
0.0,1.0,0.0,24.0,1.0,11.489961267333664,60
59.0,1.0,77.0,123.0,1.0,9.416867197640238,140
7.0,2.0,27.0,15.0,0.0,10.58795238115619,85
1.0,1.0,0.0,2.0,0.0,7.442576945726486,300
0.0,1.0,0.0,45.0,0.0,6.227777458295034,150
20.0,1.0,34.0,8.0,1.0,2.043098315665409,120
0.0,1.0,0.0,26.0,0.0,1.9414628351291432,70
0.0,232.0,334.0,8.0,1.0,2.7890012329460974,381
4.0,1.0,0.0,21.0,1.0,8.571975343094598,90
2.0,4.0,0.0,19.0,0.0,3.8189780130421402,80
5.0,3.0,0.0,34.0,1.0,10.073267547870174,180
23.0,1.0,48.0,45.0,1.0,5.602484223908734,130
7.0,1.0,2.0,6.0,0.0,10.384961008905034,48
11.0,1.0,0.0,2.0,0.0,6.787494016565889,80
0.0,1.0,0.0,6.0,0.0,10.094003514250558,62
20.0,9.0,343.0,39.0,2.0,5.419903417765907,40
21.0,1.0,0.0,8.0,1.0,4.381468538126725,155
2.0,1.0,0.0,8.0,0.0,4.174509832679781,75
8.0,1.0,0.0,12.0,1.0,6.05200884830067,225
0.0,1.0,88.0,58.0,0.0,18.950518796490062,50
3.0,1.0,0.0,2.0,1.0,8.44068804836355,135
7.0,2.0,0.0,79.0,0.0,11.606727860504519,75
43.0,11.0,363.0,3.0,0.0,7.738036820841373,438
11.0,1.0,0.0,15.0,0.0,10.06099717950656,50
52.0,1.0,128.0,1.0,0.0,1.711771532650891,70
15.0,1.0,45.0,52.0,1.0,3.5244004135760494,240
9.0,2.0,0.0,6.0,0.0,7.991107798430213,44
3.0,2.0,359.0,21.0,1.0,8.44155517329262,160
8.0,1.0,0.0,8.0,1.0,1.6510973364560924,139
0.0,4.0,50.0,38.0,0.0,8.190940020391697,250
1.0,2.0,26.0,1.0,0.0,1.6546983754109053,89
5.0,1.0,304.0,54.0,0.0,12.155094999633691,50
47.0,2.0,17.0,30.0,1.0,8.906650525740899,170
5.0,1.0,0.0,33.0,0.0,8.880966536924339,90
10.0,1.0,0.0,23.0,0.0,4.371477312203693,99
2.0,1.0,364.0,35.0,0.0,14.992668544424744,92
1.0,3.0,13.0,12.0,0.0,7.292932248183052,75
117.0,1.0,242.0,6.0,1.0,9.839185670969112,150
1.0,2.0,0.0,23.0,0.0,4.442643580965035,120
3.0,1.0,0.0,75.0,0.0,15.506840903396784,55
0.0,1.0,96.0,1.0,0.0,1.373105935637922,600
22.0,1.0,4.0,21.0,0.0,8.276781706438658,40
33.0,2.0,25.0,21.0,0.0,8.483389422058874,45
4.0,7.0,71.0,114.0,2.0,7.282770183736473,28
194.0,2.0,178.0,14.0,1.0,1.4678681887732425,199
53.0,3.0,289.0,6.0,1.0,9.188926996177514,165
11.0,1.0,0.0,56.0,0.0,5.713056566150467,80
8.0,2.0,102.0,2.0,0.0,8.186077300185639,70
13.0,1.0,0.0,19.0,0.0,3.7717912947081107,83
3.0,1.0,0.0,52.0,1.0,3.346433112159038,142
0.0,8.0,342.0,5.0,1.0,1.1768281382272279,300
0.0,2.0,88.0,2.0,0.0,7.782487577660781,67
12.0,327.0,340.0,43.0,1.0,6.00722699756421,234
26.0,1.0,341.0,16.0,1.0,9.42494846928642,890
76.0,2.0,121.0,24.0,1.0,10.95799903488424,235
35.0,1.0,0.0,14.0,1.0,1.7449224099791865,200
6.0,1.0,5.0,8.0,1.0,1.4941070678821404,180
4.0,1.0,0.0,6.0,0.0,8.932891051436403,120
5.0,1.0,13.0,7.0,1.0,1.0232645512243272,200
78.0,1.0,79.0,160.0,0.0,16.781568560612662,69
6.0,8.0,89.0,7.0,0.0,0.9395372614881631,249
0.0,1.0,0.0,28.0,2.0,3.7855954287104643,199
14.0,4.0,180.0,0.0,0.0,12.874461767992639,66
15.0,34.0,306.0,6.0,0.0,7.6710740231053025,49
15.0,1.0,2.0,2.0,1.0,8.302230263677867,126
0.0,2.0,344.0,19.0,1.0,3.2539472345163305,198
0.0,43.0,311.0,54.0,0.0,12.26170953965358,53
13.0,18.0,341.0,56.0,0.0,5.928755379853232,39
2.0,7.0,226.0,15.0,0.0,10.078277243927984,68
6.0,1.0,0.0,4.0,0.0,4.783641322578852,70
1.0,1.0,0.0,15.0,1.0,10.58008045569674,160
5.0,1.0,0.0,22.0,0.0,12.160045941597984,45
1.0,1.0,0.0,12.0,0.0,6.617392251022071,75
33.0,1.0,95.0,28.0,1.0,1.5001530050350385,265
49.0,1.0,293.0,121.0,1.0,11.02027168449087,65
30.0,3.0,362.0,22.0,0.0,12.327188701380212,200
10.0,1.0,0.0,19.0,1.0,4.034091665728554,99
12.0,1.0,0.0,88.0,0.0,18.395782321293282,50
0.0,1.0,29.0,2.0,0.0,8.624675194622045,50
1.0,1.0,0.0,21.0,0.0,7.974021139189346,39
0.0,1.0,0.0,56.0,1.0,5.4088485154984,90
1.0,1.0,188.0,2.0,0.0,8.742806240261904,63
0.0,32.0,311.0,8.0,0.0,5.195471525329911,60
91.0,2.0,78.0,35.0,0.0,15.145396526518669,34
18.0,1.0,143.0,14.0,1.0,1.9754520147707262,261
154.0,1.0,235.0,29.0,1.0,8.826851191116427,170
11.0,5.0,128.0,112.0,0.0,19.3577796915533,69
41.0,1.0,19.0,12.0,1.0,5.325743370398908,165
52.0,3.0,179.0,21.0,0.0,7.968555821882067,65
2.0,3.0,330.0,117.0,0.0,15.154427301207622,120
65.0,3.0,52.0,46.0,0.0,20.44776108847154,35
0.0,1.0,0.0,7.0,0.0,1.101593610168811,150
2.0,1.0,0.0,19.0,1.0,3.4457526321872507,154
17.0,1.0,0.0,28.0,1.0,2.37181393625096,154
1.0,1.0,363.0,62.0,1.0,23.872251398518348,75
22.0,1.0,282.0,8.0,1.0,4.500421075550099,145
0.0,1.0,22.0,12.0,0.0,4.914547266855393,120
0.0,1.0,330.0,155.0,1.0,17.815843675377163,280
5.0,1.0,321.0,22.0,2.0,13.519804844741648,29
1.0,18.0,364.0,83.0,0.0,8.03999331092408,40
2.0,1.0,0.0,15.0,1.0,10.700175226761608,90
6.0,1.0,1.0,10.0,1.0,10.286410473073937,150
0.0,232.0,338.0,26.0,1.0,2.1222040786103866,314
248.0,2.0,1.0,20.0,1.0,5.323918506271294,110
4.0,91.0,138.0,7.0,1.0,0.5061801892855672,175
27.0,1.0,177.0,159.0,0.0,26.310723150432157,55
2.0,1.0,0.0,6.0,1.0,8.375566691625947,56
0.0,232.0,61.0,43.0,1.0,6.084909507484006,232
24.0,1.0,6.0,23.0,1.0,4.279358217875961,200
4.0,1.0,0.0,12.0,0.0,6.70214649204789,60
0.0,1.0,83.0,56.0,1.0,5.836697060470928,130
11.0,7.0,333.0,7.0,1.0,0.8462605282741045,70
65.0,1.0,290.0,10.0,0.0,10.392618505563469,63
49.0,4.0,269.0,6.0,1.0,9.24118753159933,399
137.0,2.0,154.0,12.0,1.0,5.941303425487307,110
131.0,2.0,241.0,6.0,1.0,9.504971165126094,115
6.0,1.0,9.0,6.0,1.0,10.274283526691812,98
1.0,1.0,45.0,7.0,1.0,1.2460279994284802,375
0.0,1.0,47.0,27.0,1.0,3.819098678987199,200
1.0,1.0,0.0,2.0,0.0,7.5074673828738465,55
29.0,1.0,19.0,15.0,1.0,9.948199982263342,110
3.0,1.0,0.0,12.0,1.0,5.754401184736351,180
15.0,5.0,4.0,6.0,0.0,8.970574309320256,50
0.0,1.0,0.0,7.0,1.0,0.4886588365999435,134
3.0,1.0,0.0,30.0,0.0,11.048852691225573,47
64.0,1.0,256.0,6.0,1.0,10.36336217205078,96
8.0,2.0,0.0,56.0,0.0,5.183457943959442,90
17.0,1.0,0.0,9.0,0.0,4.876079830748635,94
52.0,2.0,325.0,2.0,1.0,7.951720981778848,230
0.0,1.0,19.0,19.0,1.0,3.7238894275889294,114
4.0,3.0,86.0,163.0,0.0,26.716803369473116,120
0.0,1.0,0.0,30.0,0.0,9.704759643989064,49
2.0,1.0,0.0,13.0,1.0,6.770882059477402,100
75.0,8.0,106.0,81.0,0.0,9.443232902441164,59
0.0,1.0,0.0,53.0,0.0,4.305456717762222,95
0.0,1.0,0.0,8.0,1.0,1.1310703732849676,2695
2.0,7.0,300.0,71.0,0.0,0.20035705225654413,100
0.0,1.0,176.0,147.0,0.0,12.779118699835621,38
75.0,2.0,69.0,46.0,1.0,19.582843146969523,150
1.0,1.0,0.0,15.0,0.0,9.591311684974034,145
7.0,1.0,0.0,12.0,1.0,6.859272555868297,132
2.0,2.0,34.0,8.0,1.0,4.809908932978501,110
191.0,1.0,282.0,28.0,1.0,2.832233720515063,190
11.0,3.0,90.0,30.0,0.0,10.241242285729378,50
5.0,1.0,64.0,21.0,0.0,10.259652947529268,65
11.0,1.0,2.0,7.0,1.0,1.1094238258575386,165
1.0,1.0,31.0,16.0,1.0,9.500926380165946,200
29.0,1.0,284.0,12.0,1.0,5.245141296703223,350
81.0,2.0,0.0,7.0,1.0,0.4914305420975021,134
7.0,2.0,189.0,15.0,0.0,9.958459026535568,59
0.0,1.0,0.0,2.0,0.0,7.298829393856079,125
0.0,1.0,0.0,1.0,1.0,1.2210794671999625,400
19.0,1.0,23.0,8.0,1.0,4.800341574416504,220
0.0,1.0,365.0,2.0,1.0,7.905298121208703,112
2.0,3.0,94.0,21.0,0.0,8.269067160295817,100
2.0,1.0,0.0,44.0,1.0,8.929465382562428,80
73.0,1.0,228.0,31.0,1.0,6.519159331949848,300
106.0,2.0,341.0,34.0,1.0,8.989085169370432,146
14.0,1.0,275.0,6.0,1.0,10.701519503662945,95
107.0,2.0,335.0,56.0,0.0,5.814038324304322,61
127.0,1.0,296.0,63.0,0.0,12.495680840881192,900
0.0,1.0,0.0,4.0,0.0,4.635138008300261,76
0.0,1.0,0.0,49.0,0.0,6.56499994348998,40
2.0,4.0,273.0,116.0,1.0,14.186512928819642,219
10.0,1.0,353.0,152.0,1.0,21.160225455711938,100
0.0,1.0,347.0,52.0,0.0,3.192054441155668,125
4.0,2.0,0.0,14.0,0.0,1.7442798663566088,165
297.0,3.0,271.0,30.0,0.0,11.304426121851007,67
0.0,1.0,0.0,12.0,1.0,5.657085349464384,150
2.0,7.0,365.0,54.0,2.0,12.326488942914214,26
3.0,6.0,286.0,22.0,0.0,13.26995267993292,54
1.0,33.0,342.0,28.0,1.0,3.647176361255692,350
1.0,1.0,179.0,6.0,1.0,8.705854451660446,151
4.0,1.0,0.0,24.0,1.0,11.33771300294408,130
35.0,4.0,209.0,6.0,0.0,10.89757067160582,55
20.0,4.0,305.0,100.0,0.0,14.206891854667527,69
70.0,3.0,170.0,21.0,1.0,9.462723641848354,149
2.0,1.0,365.0,131.0,0.0,18.342471926760652,80
3.0,1.0,0.0,28.0,1.0,3.0732184717535618,125
0.0,3.0,0.0,60.0,1.0,5.165319400490756,250
140.0,1.0,94.0,29.0,1.0,8.674560627169672,150
50.0,1.0,36.0,2.0,0.0,5.799790643082805,79
1.0,1.0,363.0,19.0,0.0,3.3925628331569433,200
14.0,2.0,279.0,12.0,1.0,5.614912608536054,300
0.0,1.0,0.0,4.0,0.0,5.313860124696391,70
1.0,1.0,0.0,21.0,0.0,9.568456399020121,46
16.0,1.0,0.0,5.0,1.0,1.8233250028876735,186
11.0,9.0,342.0,94.0,0.0,15.982009817529393,50
5.0,52.0,338.0,20.0,1.0,5.159198117978533,159
0.0,1.0,35.0,2.0,1.0,5.581609559193291,137
58.0,1.0,0.0,46.0,0.0,20.976399475509993,61
12.0,1.0,140.0,73.0,1.0,17.083209093550305,119
0.0,1.0,14.0,15.0,0.0,9.743190235392731,39
1.0,1.0,0.0,15.0,0.0,9.977762017475419,67
1.0,1.0,0.0,12.0,1.0,5.979645807678634,95
0.0,3.0,339.0,45.0,0.0,5.481620834228805,70
1.0,1.0,0.0,64.0,1.0,4.233660009884884,80
0.0,17.0,131.0,21.0,0.0,8.380065190863013,50
8.0,1.0,46.0,90.0,1.0,14.349801338043768,100
6.0,1.0,0.0,1.0,1.0,1.360437464384297,120
111.0,1.0,348.0,39.0,0.0,5.513260811464804,75
59.0,5.0,337.0,6.0,1.0,8.822316536525618,115
35.0,1.0,0.0,51.0,0.0,2.7487749737825875,80
12.0,1.0,0.0,19.0,0.0,2.9121903926520227,100
169.0,1.0,0.0,68.0,1.0,2.9158488650909327,186
1.0,2.0,1.0,25.0,2.0,4.242503323147807,65
11.0,2.0,219.0,15.0,1.0,9.56177737290881,142
194.0,3.0,307.0,2.0,0.0,7.784764053253985,58
3.0,2.0,365.0,37.0,0.0,12.971146879660166,89
0.0,2.0,140.0,21.0,0.0,9.813544688859144,80
9.0,1.0,357.0,14.0,1.0,1.2263641528870877,500
153.0,1.0,337.0,44.0,1.0,8.117984278470672,118
0.0,7.0,147.0,6.0,0.0,7.747317614779315,77
0.0,3.0,0.0,63.0,1.0,13.077588432217748,99
1.0,4.0,87.0,4.0,0.0,5.051844030667337,125
0.0,1.0,37.0,27.0,1.0,4.182842521136043,699
5.0,4.0,356.0,39.0,0.0,5.883962431744211,109
1.0,1.0,7.0,87.0,1.0,11.584735296738632,40
1.0,1.0,297.0,6.0,0.0,7.5759258534876075,36
7.0,1.0,6.0,12.0,0.0,5.1420881081138505,95
5.0,1.0,0.0,11.0,1.0,3.105199342797674,300
171.0,2.0,15.0,4.0,1.0,4.836831535746258,270
1.0,1.0,342.0,156.0,0.0,14.238402931147299,35
249.0,2.0,132.0,2.0,0.0,8.200577090315623,69
0.0,1.0,0.0,45.0,0.0,6.3154834860067375,60
0.0,1.0,89.0,102.0,0.0,5.11955808630168,165
25.0,1.0,2.0,19.0,0.0,2.686944699741525,109
20.0,5.0,365.0,7.0,2.0,0.7763282976240052,75
11.0,1.0,0.0,56.0,1.0,4.90793597948107,108
2.0,1.0,145.0,30.0,0.0,11.828524183846273,70
1.0,3.0,0.0,22.0,0.0,11.859063424301803,44
3.0,1.0,178.0,64.0,0.0,4.189063011516044,150
51.0,1.0,11.0,8.0,1.0,2.278068529219221,210
2.0,1.0,0.0,23.0,1.0,4.412377293087826,150
0.0,2.0,78.0,12.0,0.0,6.3855300931314165,189
0.0,1.0,176.0,27.0,1.0,3.9602800048271756,249
5.0,1.0,365.0,117.0,0.0,15.033107057607996,89
7.0,1.0,0.0,14.0,1.0,1.9214483729183185,425
25.0,1.0,10.0,52.0,0.0,3.338614997838422,106
1.0,1.0,86.0,11.0,1.0,3.027869825425761,150
0.0,1.0,0.0,6.0,1.0,7.779866779209791,80
0.0,3.0,358.0,4.0,0.0,5.903358077564642,150
30.0,1.0,16.0,1.0,0.0,1.7150922298278628,148
1.0,1.0,0.0,21.0,0.0,8.316158612110293,50
4.0,1.0,0.0,13.0,1.0,7.651268498321456,203
13.0,2.0,365.0,70.0,0.0,13.128962024592264,52
72.0,1.0,146.0,6.0,1.0,8.199910573571895,152
1.0,1.0,0.0,6.0,1.0,8.184074129755166,80
4.0,1.0,0.0,49.0,0.0,6.513296504028894,75
167.0,3.0,310.0,30.0,0.0,10.937336078330645,75
29.0,3.0,292.0,6.0,0.0,8.100259177043371,60
0.0,1.0,0.0,4.0,0.0,5.439284253227489,100
0.0,1.0,0.0,14.0,1.0,2.2925961738302876,400
0.0,2.0,47.0,21.0,0.0,7.665136882051697,60
11.0,5.0,365.0,173.0,0.0,15.465340201764745,50
0.0,1.0,0.0,19.0,0.0,4.077370610943311,100
25.0,1.0,64.0,52.0,1.0,3.371033839442948,175
10.0,1.0,0.0,1.0,1.0,1.7087630546365464,225
8.0,3.0,123.0,1.0,0.0,1.4043779976080777,125
32.0,1.0,291.0,12.0,1.0,5.036177691668026,175
10.0,2.0,339.0,28.0,0.0,3.035626991536404,135
16.0,1.0,3.0,11.0,1.0,3.4460780193608085,199
133.0,1.0,7.0,31.0,0.0,7.7523761330781,65
0.0,1.0,9.0,52.0,1.0,3.191960610024032,300
49.0,2.0,217.0,70.0,1.0,12.112727950279139,80
0.0,1.0,52.0,126.0,1.0,7.506462634493206,70
2.0,1.0,0.0,19.0,1.0,3.5770162719560505,250
13.0,1.0,221.0,12.0,0.0,5.255787862215119,99
38.0,1.0,349.0,98.0,1.0,8.043454721554474,130
25.0,1.0,352.0,23.0,1.0,4.950607610294351,200
17.0,1.0,0.0,6.0,1.0,7.804705387896392,150
1.0,1.0,5.0,28.0,1.0,2.7895767790266137,165
1.0,1.0,0.0,28.0,0.0,4.139995079398998,65
16.0,1.0,60.0,20.0,1.0,3.645822139131055,125
2.0,1.0,151.0,28.0,1.0,2.845775925754716,500
14.0,1.0,10.0,3.0,0.0,8.144235514573383,75
47.0,1.0,131.0,4.0,0.0,4.913769944004879,79
23.0,1.0,0.0,39.0,0.0,5.388328806039385,55
3.0,1.0,0.0,33.0,1.0,8.516770034756473,150
84.0,1.0,237.0,21.0,1.0,8.078259085700031,240
2.0,1.0,13.0,8.0,1.0,1.702937292096033,300
79.0,1.0,0.0,53.0,0.0,4.487444121080501,85
7.0,34.0,322.0,30.0,1.0,10.07189972067357,95
27.0,1.0,84.0,22.0,2.0,13.799205070564904,38
0.0,1.0,0.0,10.0,0.0,10.26382978714498,80
1.0,2.0,0.0,7.0,0.0,0.8432602466380376,59
10.0,2.0,46.0,34.0,1.0,9.80587843683381,130
0.0,1.0,180.0,22.0,2.0,14.290814865172205,150
1.0,1.0,0.0,12.0,0.0,4.9186606298858955,59
16.0,1.0,0.0,19.0,1.0,3.6265261825212995,300
6.0,2.0,307.0,12.0,0.0,5.6647056884281355,75
9.0,2.0,1.0,9.0,1.0,4.51352024594648,156
21.0,1.0,344.0,70.0,1.0,13.237552280403303,139
13.0,1.0,64.0,11.0,1.0,3.1935277999293765,176
1.0,1.0,43.0,13.0,1.0,8.056234174054051,550
7.0,13.0,74.0,20.0,1.0,4.855757850007139,189
13.0,1.0,305.0,54.0,1.0,13.232561305150487,91
18.0,1.0,179.0,43.0,1.0,5.984885457624743,269
88.0,2.0,0.0,7.0,0.0,0.7933123156199641,105
2.0,1.0,159.0,2.0,0.0,8.132796658888054,65
4.0,1.0,208.0,8.0,1.0,3.7527179552033667,375
12.0,1.0,0.0,2.0,1.0,6.83149611918806,185
0.0,1.0,2.0,64.0,1.0,3.861629550337016,250
22.0,3.0,94.0,6.0,0.0,9.364429747368225,48
130.0,1.0,329.0,7.0,1.0,0.7785928434569258,219
6.0,1.0,119.0,21.0,1.0,8.43802858415793,180
104.0,1.0,333.0,28.0,2.0,4.098764262671534,62
13.0,4.0,365.0,77.0,1.0,4.795546192237662,450
0.0,33.0,365.0,1.0,1.0,1.4893302681560345,175
1.0,1.0,0.0,4.0,0.0,5.022651435805896,65
10.0,1.0,26.0,11.0,0.0,2.7426586349288224,80
7.0,4.0,365.0,39.0,1.0,5.971913275936753,199
85.0,1.0,335.0,23.0,0.0,4.183543931280484,125
15.0,327.0,273.0,43.0,1.0,6.1509068851887045,377
4.0,1.0,0.0,4.0,1.0,5.482303676155411,135
15.0,1.0,75.0,6.0,1.0,9.90506533500943,150
158.0,5.0,170.0,7.0,0.0,0.8753025258328723,86
34.0,1.0,127.0,15.0,0.0,10.057250903716339,85
2.0,3.0,365.0,7.0,1.0,0.8168668775552468,369
110.0,1.0,124.0,12.0,1.0,6.1793003947611185,225
1.0,20.0,363.0,14.0,0.0,1.1364612706868809,199
28.0,2.0,364.0,25.0,0.0,6.210038037528945,59
9.0,11.0,364.0,8.0,1.0,1.6740160625195768,2000
209.0,1.0,364.0,103.0,0.0,10.27524490980344,60
0.0,3.0,0.0,21.0,0.0,8.659960635600335,50
4.0,1.0,6.0,21.0,1.0,7.907852760657664,130
23.0,3.0,109.0,128.0,0.0,13.00239872806636,42
2.0,1.0,0.0,2.0,0.0,7.517140879735626,40
22.0,1.0,305.0,12.0,0.0,4.817136678976145,128
0.0,1.0,0.0,56.0,2.0,5.3852835107351975,50
1.0,1.0,0.0,28.0,1.0,2.747601201367763,300
0.0,3.0,172.0,62.0,1.0,23.68269080319131,129
7.0,1.0,0.0,33.0,1.0,8.581263991715938,500
67.0,2.0,322.0,112.0,1.0,18.77733180202348,299
0.0,1.0,0.0,15.0,1.0,9.944702399589712,120
3.0,1.0,40.0,44.0,1.0,9.457783811403424,120
15.0,1.0,297.0,23.0,1.0,4.270129502597943,499
0.0,1.0,0.0,8.0,1.0,3.193942110040508,300
26.0,1.0,42.0,27.0,1.0,3.8969119900687157,185
12.0,3.0,215.0,54.0,1.0,12.589639275131438,85
6.0,1.0,0.0,2.0,1.0,6.493795488664406,110
0.0,5.0,351.0,25.0,1.0,4.745104366750355,396
2.0,1.0,35.0,2.0,0.0,6.787214080877467,99
3.0,1.0,0.0,63.0,0.0,11.57760300495066,32
11.0,1.0,49.0,20.0,0.0,3.907496285509201,50
101.0,3.0,8.0,6.0,0.0,9.09982921203151,40
9.0,1.0,343.0,6.0,0.0,9.460709876183477,65
0.0,1.0,365.0,56.0,0.0,5.549324211464879,100
16.0,1.0,10.0,6.0,1.0,8.312326312410526,91
78.0,2.0,0.0,2.0,0.0,6.243641551421302,85
3.0,2.0,0.0,15.0,0.0,9.242504153299672,150
162.0,1.0,341.0,19.0,1.0,3.4925901813836324,220
31.0,1.0,218.0,6.0,1.0,8.80343848626655,125
3.0,1.0,0.0,15.0,1.0,9.485126603456232,250
1.0,2.0,0.0,52.0,0.0,3.3943700861463073,100
3.0,1.0,0.0,34.0,0.0,9.604678305786473,70
52.0,3.0,159.0,7.0,0.0,0.8567946130797763,119
7.0,1.0,8.0,7.0,1.0,0.5778972035864646,177
2.0,1.0,0.0,4.0,0.0,5.857334909528805,75
29.0,1.0,209.0,23.0,0.0,4.174797281538946,159
0.0,1.0,0.0,71.0,0.0,0.6298986149877251,155
2.0,1.0,19.0,12.0,0.0,5.723423853553901,85
18.0,1.0,20.0,23.0,1.0,4.462993701796776,125
0.0,1.0,16.0,93.0,1.0,16.927325084170683,100
0.0,1.0,0.0,44.0,0.0,10.018691590234207,45
0.0,1.0,0.0,28.0,1.0,3.6678224399764705,195
3.0,1.0,309.0,1.0,1.0,1.7619242846338405,289
0.0,3.0,82.0,8.0,1.0,3.4833687717586477,317
2.0,8.0,88.0,114.0,2.0,7.186550097255194,28
37.0,2.0,78.0,17.0,1.0,11.420100231353555,200
41.0,1.0,174.0,50.0,1.0,1.5867141532406546,600
9.0,2.0,0.0,6.0,0.0,8.33626423918185,60
8.0,3.0,365.0,35.0,0.0,15.484272981840489,148
11.0,4.0,301.0,83.0,0.0,8.330354864295249,125
3.0,37.0,32.0,31.0,0.0,7.141659744607448,39
0.0,1.0,0.0,12.0,0.0,5.960620367277083,200
0.0,1.0,90.0,142.0,0.0,10.96303277874613,140
28.0,1.0,274.0,12.0,1.0,6.116301494923566,94
11.0,8.0,345.0,21.0,0.0,10.044728853384308,65
70.0,1.0,3.0,15.0,1.0,9.700764238010732,64
127.0,2.0,72.0,6.0,1.0,10.008498678514318,145
3.0,1.0,0.0,64.0,1.0,3.948261511882685,199
120.0,1.0,100.0,21.0,1.0,8.853882031636358,140
0.0,2.0,365.0,46.0,0.0,19.256255889930014,69
67.0,6.0,50.0,22.0,0.0,12.832663638303403,62
3.0,1.0,0.0,3.0,0.0,7.1596099290073045,45
0.0,3.0,96.0,18.0,0.0,12.866213953585445,50
0.0,20.0,332.0,7.0,1.0,0.7331921374119991,150
0.0,4.0,3.0,1.0,1.0,1.2424682991292342,315
2.0,1.0,0.0,22.0,0.0,12.025292698739403,60
5.0,2.0,0.0,2.0,0.0,7.387079368144079,40
1.0,1.0,273.0,11.0,1.0,3.1858683626077537,170
90.0,2.0,100.0,49.0,0.0,6.421665628743253,47
15.0,1.0,280.0,3.0,1.0,7.355907612079483,150
32.0,6.0,323.0,6.0,0.0,9.261621339743614,40
8.0,5.0,249.0,15.0,1.0,10.268031024632988,530
2.0,2.0,0.0,56.0,0.0,6.240051748909714,65
14.0,1.0,19.0,22.0,1.0,11.959498398371018,75
6.0,1.0,0.0,13.0,0.0,7.2488194509375745,70
133.0,1.0,277.0,10.0,1.0,10.256676343523562,145
10.0,2.0,216.0,43.0,1.0,6.403033974497607,240
1.0,1.0,0.0,19.0,1.0,3.066041718534778,150
1.0,1.0,0.0,1.0,0.0,1.250436278617974,100
1.0,1.0,0.0,12.0,0.0,7.0218485305816,51
23.0,1.0,66.0,160.0,1.0,16.632059552326407,115
78.0,1.0,231.0,21.0,1.0,7.762678390348694,207
25.0,1.0,311.0,13.0,0.0,6.852717344071713,120
7.0,1.0,0.0,24.0,1.0,11.070979001917147,100
1.0,1.0,0.0,7.0,1.0,0.596867281628111,180
3.0,1.0,13.0,15.0,1.0,9.090951490147994,130
37.0,1.0,5.0,48.0,1.0,3.2627078745227784,191
1.0,1.0,187.0,12.0,0.0,4.981839017131031,60
0.0,1.0,13.0,56.0,1.0,6.1308716080538685,122
12.0,1.0,0.0,12.0,0.0,6.368749285416717,65
12.0,1.0,109.0,15.0,1.0,10.83973290415268,180
8.0,1.0,0.0,20.0,1.0,4.202793067238451,199
3.0,1.0,0.0,43.0,0.0,5.715944074111983,90
4.0,1.0,67.0,6.0,0.0,8.180336499902957,85
0.0,1.0,179.0,6.0,0.0,8.467792554532256,450
2.0,1.0,148.0,7.0,1.0,0.6295888534085693,149
3.0,1.0,325.0,147.0,0.0,11.579815723005254,70
4.0,9.0,339.0,4.0,0.0,4.7574004783220305,55
51.0,1.0,107.0,70.0,1.0,12.589929441424681,100
0.0,1.0,44.0,7.0,2.0,1.0165378599215025,400
8.0,1.0,0.0,12.0,0.0,6.397276041111292,60
31.0,2.0,12.0,11.0,1.0,2.9224726102380867,182
0.0,28.0,185.0,23.0,0.0,5.344565093151722,93
1.0,1.0,0.0,68.0,1.0,2.3589522650279573,195
2.0,1.0,184.0,79.0,1.0,13.114782609579347,80
68.0,1.0,277.0,64.0,1.0,4.229716864648331,175
9.0,2.0,31.0,90.0,0.0,15.276578769883116,60
30.0,1.0,69.0,6.0,1.0,10.630808292243016,180
4.0,52.0,342.0,1.0,1.0,1.4893930581676273,85
4.0,1.0,63.0,28.0,1.0,3.2681098541706595,211
0.0,1.0,10.0,28.0,1.0,3.2470289365038574,250
266.0,1.0,150.0,2.0,1.0,8.45176868620179,90
2.0,1.0,0.0,8.0,1.0,4.039270979682725,100
10.0,1.0,82.0,13.0,1.0,7.3989702161021675,300
0.0,232.0,189.0,71.0,1.0,0.324178966876454,240
11.0,2.0,0.0,6.0,0.0,9.008338297115493,40
31.0,4.0,290.0,6.0,1.0,9.510051346995871,399
152.0,2.0,9.0,27.0,0.0,3.7994244241533055,95
