number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_n,room_type_n,dist_to_center,price
15.0,1.0,354.0,106.0,1.0,24.762006310145686,200
16.0,1.0,10.0,24.0,1.0,11.34905372909761,159
30.0,13.0,333.0,1.0,0.0,1.1150573360719738,198
18.0,1.0,0.0,12.0,1.0,4.9601987883206435,240
0.0,1.0,0.0,27.0,1.0,3.781507576050961,245
68.0,1.0,44.0,23.0,1.0,5.02000285346177,169
1.0,1.0,0.0,52.0,1.0,2.8357239444116313,250
16.0,1.0,0.0,7.0,1.0,0.49973759411957086,275
20.0,1.0,223.0,30.0,0.0,9.502550471076864,75
1.0,1.0,364.0,7.0,1.0,0.8233777635081886,200
2.0,1.0,0.0,48.0,1.0,3.4916578377874785,189
2.0,1.0,0.0,28.0,0.0,2.9073523244878654,125
7.0,1.0,0.0,79.0,1.0,10.597885435295261,90
11.0,3.0,0.0,12.0,0.0,5.460408224241948,75
222.0,1.0,32.0,15.0,1.0,9.584333371018271,90
7.0,1.0,180.0,16.0,0.0,9.525749929142593,125
17.0,1.0,5.0,19.0,1.0,3.2903820390783944,250
0.0,1.0,364.0,25.0,1.0,4.266330655331477,375
73.0,2.0,68.0,2.0,0.0,6.000912716009026,100
24.0,1.0,23.0,17.0,1.0,11.045752050149455,300
33.0,2.0,38.0,8.0,0.0,3.950372460682357,250
0.0,232.0,337.0,26.0,1.0,2.185537736607262,314
34.0,4.0,132.0,12.0,0.0,6.354167148349113,70
5.0,1.0,230.0,1.0,1.0,1.6251466739237714,175
5.0,6.0,112.0,12.0,0.0,6.297259793191293,75
0.0,1.0,0.0,21.0,0.0,8.340443363620382,53
72.0,1.0,236.0,33.0,1.0,8.98138964067259,160
5.0,1.0,3.0,6.0,1.0,8.163422307084115,235
3.0,1.0,331.0,7.0,0.0,1.0672368664483325,110
411.0,5.0,161.0,103.0,0.0,9.25231734520504,32
48.0,5.0,199.0,19.0,1.0,3.007751544361522,150
0.0,1.0,0.0,15.0,0.0,10.104246629382766,75
0.0,1.0,0.0,182.0,2.0,13.850494645089617,110
7.0,2.0,212.0,12.0,0.0,4.760293697884935,105
0.0,1.0,0.0,14.0,1.0,2.1106902092799626,150
1.0,1.0,0.0,12.0,0.0,5.24725332120824,50
7.0,1.0,0.0,28.0,0.0,3.9624688202464107,55
10.0,1.0,8.0,2.0,0.0,7.978216240002253,60
117.0,1.0,303.0,4.0,2.0,4.843960473916493,56
6.0,1.0,43.0,7.0,1.0,0.9444374543686349,269
28.0,1.0,88.0,15.0,0.0,10.695503973020065,100
2.0,1.0,16.0,12.0,0.0,6.471748074970742,49
24.0,1.0,119.0,30.0,0.0,11.210962178772215,90
1.0,2.0,0.0,21.0,0.0,8.459449962119635,72
44.0,1.0,35.0,64.0,0.0,4.14794871229029,105
0.0,1.0,0.0,82.0,1.0,20.206313019907967,84
19.0,1.0,3.0,11.0,1.0,2.7708319385739864,175
121.0,1.0,337.0,28.0,1.0,3.4657598415935307,185
7.0,1.0,311.0,15.0,1.0,10.707061596777281,83
0.0,2.0,2.0,12.0,1.0,5.817939035568077,80
11.0,1.0,2.0,14.0,1.0,2.4088077479447825,500
1.0,1.0,89.0,49.0,0.0,5.948089388216613,75
25.0,6.0,2.0,84.0,2.0,12.743054048614507,25
320.0,1.0,260.0,15.0,1.0,9.410889792692249,349
8.0,1.0,0.0,21.0,0.0,10.323072592693265,90
1.0,3.0,0.0,12.0,0.0,5.170968774049467,103
14.0,1.0,1.0,34.0,1.0,8.227781971721988,450
7.0,1.0,156.0,1.0,1.0,1.6603347439143008,190
0.0,1.0,0.0,34.0,1.0,9.023455961351733,350
0.0,1.0,0.0,14.0,0.0,1.4179784709605172,92
0.0,1.0,0.0,16.0,0.0,8.45801644330283,75
4.0,1.0,203.0,28.0,1.0,3.0172516680908927,165
146.0,1.0,62.0,40.0,0.0,5.978869957373787,105
37.0,1.0,0.0,28.0,1.0,3.3469790911061468,150
22.0,1.0,0.0,12.0,1.0,5.919388148062167,200
11.0,5.0,312.0,68.0,1.0,2.3691141049900986,189
75.0,1.0,146.0,181.0,1.0,16.921033358326643,119
39.0,1.0,0.0,1.0,1.0,1.5821998844696425,145
72.0,3.0,63.0,2.0,0.0,8.713208201250895,54
18.0,1.0,0.0,30.0,0.0,9.479223635992838,40
6.0,1.0,0.0,19.0,1.0,3.4669346547825493,300
77.0,1.0,10.0,12.0,1.0,6.287900263576013,170
14.0,2.0,363.0,6.0,1.0,8.658595687604729,150
35.0,1.0,0.0,53.0,0.0,4.589682325965758,91
21.0,1.0,363.0,45.0,1.0,6.478739538936402,125
10.0,1.0,0.0,30.0,0.0,10.917138324557584,36
3.0,1.0,0.0,6.0,0.0,8.846788434396284,45
0.0,32.0,364.0,8.0,0.0,5.081284090906683,60
0.0,1.0,0.0,12.0,1.0,6.613464416140578,200
12.0,1.0,0.0,8.0,1.0,4.100473176906617,50
0.0,1.0,0.0,19.0,0.0,3.4118399899705896,200
4.0,2.0,89.0,12.0,1.0,6.273635117976066,265
47.0,2.0,121.0,4.0,0.0,5.566191036398313,80
51.0,1.0,91.0,12.0,1.0,6.084844721769952,169
6.0,1.0,330.0,34.0,1.0,9.891794723787084,195
44.0,5.0,47.0,6.0,0.0,8.048097434193702,95
0.0,1.0,46.0,13.0,1.0,7.526453158265476,250
93.0,2.0,297.0,30.0,0.0,11.789076092609172,40
52.0,1.0,27.0,1.0,1.0,1.1113144514749578,160
8.0,1.0,0.0,39.0,0.0,5.334075908422092,102
0.0,1.0,365.0,15.0,0.0,10.998167114602596,130
0.0,1.0,2.0,56.0,1.0,4.99908269337431,200
0.0,1.0,179.0,2.0,0.0,5.956648708979169,250
17.0,1.0,0.0,12.0,0.0,5.926336117007753,125
0.0,1.0,0.0,8.0,1.0,4.3968088612510385,600
19.0,2.0,178.0,114.0,0.0,7.6820806901568135,60
31.0,1.0,64.0,22.0,1.0,13.078040888251568,125
1.0,4.0,90.0,69.0,0.0,16.932688552414707,38
1.0,2.0,46.0,23.0,1.0,5.1596880076566825,125
2.0,1.0,238.0,14.0,1.0,1.3167144596150535,269
9.0,1.0,0.0,9.0,0.0,4.971243400805465,100
57.0,3.0,245.0,28.0,0.0,2.8754082238947825,80
51.0,1.0,9.0,14.0,1.0,2.0175196748611492,225
12.0,1.0,0.0,3.0,0.0,8.312197773809041,77
76.0,1.0,71.0,23.0,1.0,4.144393517380333,349
0.0,7.0,267.0,7.0,1.0,1.1200495743966585,190
26.0,2.0,307.0,25.0,0.0,4.793057153847648,72
46.0,1.0,234.0,24.0,1.0,11.431795086222404,200
9.0,1.0,0.0,12.0,1.0,6.216233602503334,150
2.0,2.0,365.0,2.0,0.0,7.816121261858626,95
4.0,1.0,140.0,109.0,1.0,19.726921612075884,80
38.0,1.0,309.0,6.0,1.0,8.65079777564145,110
3.0,1.0,227.0,6.0,1.0,9.258901471419895,110
42.0,1.0,117.0,16.0,1.0,9.827153905555678,150
12.0,1.0,14.0,1.0,1.0,1.8041222189083026,250
16.0,1.0,66.0,23.0,0.0,4.121201792780788,100
0.0,1.0,0.0,77.0,1.0,4.82313604399048,500
10.0,2.0,0.0,2.0,1.0,6.57903721753753,125
47.0,1.0,217.0,23.0,0.0,4.964058063664567,69
2.0,3.0,26.0,46.0,0.0,20.544122695272147,83
0.0,232.0,350.0,43.0,1.0,6.127590189615996,232
44.0,1.0,0.0,27.0,1.0,3.71316337034887,245
66.0,2.0,13.0,2.0,0.0,5.5356030040002935,55
3.0,1.0,22.0,23.0,1.0,4.267619812874953,180
8.0,2.0,355.0,6.0,1.0,8.904243483236868,200
1.0,1.0,220.0,97.0,1.0,6.205952409710248,550
21.0,2.0,28.0,6.0,0.0,9.807948981429373,69
1.0,1.0,0.0,15.0,0.0,10.582243192552584,40
0.0,1.0,0.0,56.0,0.0,5.904274114304332,60
104.0,1.0,262.0,16.0,1.0,9.583941505035448,185
0.0,1.0,358.0,19.0,1.0,2.801256940421179,150
56.0,5.0,89.0,103.0,0.0,9.68041955734778,35
109.0,7.0,258.0,17.0,0.0,11.085813692606015,49
1.0,4.0,31.0,14.0,0.0,2.2695973607816153,99
98.0,1.0,35.0,34.0,1.0,9.877992456361063,130
1.0,1.0,115.0,25.0,0.0,3.9361020586657314,60
48.0,1.0,13.0,12.0,0.0,6.395702673865639,60
8.0,1.0,0.0,19.0,0.0,3.4113081997955943,75
8.0,1.0,359.0,38.0,1.0,8.048373378718612,100
8.0,1.0,13.0,68.0,0.0,2.842109688027888,100
7.0,1.0,158.0,84.0,0.0,12.485051930220347,35
0.0,1.0,0.0,0.0,0.0,13.020303272146245,50
2.0,1.0,0.0,8.0,0.0,4.890116711390531,70
5.0,1.0,56.0,87.0,2.0,10.450771399317285,110
0.0,1.0,0.0,5.0,1.0,1.1384196270769467,80
11.0,1.0,279.0,14.0,1.0,2.1931275936828074,90
12.0,1.0,0.0,19.0,1.0,3.0733802789742346,200
115.0,5.0,30.0,49.0,0.0,6.631986794584278,55
0.0,1.0,363.0,180.0,0.0,18.49284644996568,125
45.0,1.0,0.0,11.0,1.0,2.5240988833537124,175
152.0,2.0,80.0,12.0,0.0,5.883987665611289,65
157.0,1.0,16.0,11.0,1.0,2.594079137221719,209
12.0,2.0,0.0,12.0,0.0,6.391312192859335,100
1.0,1.0,365.0,21.0,0.0,8.70162705087057,50
0.0,4.0,0.0,12.0,1.0,5.800987106061666,325
1.0,1.0,0.0,30.0,0.0,9.198875295367005,59
12.0,29.0,209.0,28.0,1.0,2.9200493645048966,103
1.0,1.0,0.0,6.0,1.0,7.961810610223642,107
108.0,1.0,0.0,9.0,1.0,4.858111377071092,65
6.0,1.0,3.0,3.0,1.0,7.7481573608996595,100
6.0,3.0,217.0,7.0,1.0,0.7962124418056951,2200
0.0,1.0,0.0,12.0,0.0,5.1650253410200175,60
0.0,1.0,132.0,37.0,0.0,13.620261619197684,55
5.0,1.0,0.0,132.0,1.0,3.2349320257048744,189
33.0,1.0,365.0,6.0,0.0,7.817090684115419,70
0.0,1.0,0.0,12.0,1.0,5.586978026694557,200
0.0,1.0,0.0,30.0,1.0,11.6093826834353,84
8.0,1.0,0.0,15.0,1.0,9.554680689815063,84
26.0,1.0,67.0,2.0,1.0,5.640773618555266,125
1.0,1.0,0.0,19.0,0.0,3.743170263983972,80
18.0,1.0,0.0,12.0,1.0,6.9885096823004,110
8.0,1.0,0.0,8.0,0.0,4.627178266445058,79
0.0,96.0,267.0,43.0,1.0,5.78818989403969,227
1.0,1.0,0.0,45.0,1.0,5.395871703444962,80
4.0,1.0,0.0,20.0,1.0,3.5970117394223946,95
5.0,1.0,0.0,53.0,0.0,4.347462729454672,325
6.0,1.0,0.0,28.0,1.0,2.9902919512183304,140
186.0,1.0,193.0,56.0,0.0,5.52589534155475,75
149.0,2.0,303.0,6.0,1.0,8.496808170493106,160
2.0,1.0,0.0,8.0,1.0,4.003885517830382,118
0.0,10.0,226.0,52.0,0.0,3.55885782945725,99
2.0,1.0,204.0,19.0,1.0,4.182722047434346,125
4.0,4.0,0.0,63.0,0.0,12.356900384648235,59
3.0,2.0,175.0,4.0,0.0,6.106609935137674,90
0.0,15.0,323.0,37.0,1.0,13.649643249628712,140
3.0,1.0,0.0,12.0,0.0,6.688367609876118,45
0.0,327.0,341.0,5.0,1.0,1.898648735352891,162
13.0,2.0,302.0,79.0,0.0,10.572501981220402,75
1.0,1.0,231.0,30.0,1.0,11.065165408979738,120
0.0,1.0,0.0,159.0,1.0,27.377110575512432,450
1.0,96.0,336.0,28.0,1.0,3.4784732991747425,260
1.0,1.0,0.0,56.0,0.0,6.049219273557368,42
10.0,1.0,206.0,6.0,1.0,8.667593996043975,150
1.0,1.0,0.0,2.0,1.0,6.675462988047263,125
36.0,1.0,36.0,19.0,1.0,3.0295305312305167,170
18.0,1.0,362.0,2.0,0.0,6.367423648298866,180
1.0,1.0,0.0,2.0,0.0,6.809189206173618,69
0.0,327.0,333.0,43.0,1.0,5.8086038619447375,100
15.0,1.0,4.0,6.0,1.0,7.415867581113696,75
12.0,1.0,137.0,6.0,1.0,7.823809732803289,120
0.0,6.0,198.0,2.0,0.0,6.448256898102069,53
3.0,1.0,279.0,2.0,1.0,7.481687634525672,115
2.0,3.0,297.0,26.0,2.0,1.657841851410542,53
3.0,1.0,97.0,64.0,1.0,4.1691088553688544,300
0.0,4.0,341.0,169.0,0.0,10.37537783675616,35
12.0,1.0,0.0,0.0,1.0,12.780413866510571,110
72.0,1.0,364.0,56.0,0.0,4.835469653289586,80
44.0,1.0,134.0,14.0,1.0,2.5130340193648446,600
16.0,6.0,185.0,3.0,0.0,8.126492253579391,98
6.0,1.0,0.0,12.0,1.0,5.511714582779473,150
77.0,2.0,275.0,21.0,1.0,8.764122390493446,148
0.0,1.0,0.0,77.0,0.0,5.057583534802798,500
41.0,4.0,320.0,15.0,0.0,10.758025231009734,60
34.0,1.0,20.0,7.0,1.0,1.1033735084002836,250
30.0,1.0,357.0,133.0,1.0,13.779511861426947,139
9.0,1.0,80.0,44.0,0.0,9.903673384376045,56
93.0,2.0,26.0,5.0,2.0,1.008234719798962,49
23.0,2.0,0.0,2.0,2.0,7.079011756140652,65
3.0,1.0,8.0,43.0,0.0,6.109397781897332,105
1.0,1.0,2.0,43.0,1.0,6.475025132156783,134
0.0,1.0,0.0,23.0,0.0,4.25798836107966,75
64.0,2.0,355.0,27.0,0.0,4.302122128930452,100
1.0,1.0,0.0,45.0,0.0,6.712019201840605,49
25.0,1.0,0.0,27.0,1.0,3.924254347114869,190
1.0,1.0,0.0,52.0,0.0,2.9011113034319815,175
8.0,1.0,12.0,20.0,0.0,4.052310456640705,105
85.0,1.0,261.0,19.0,1.0,3.950001388042171,295
2.0,2.0,0.0,25.0,1.0,4.770030444491503,130
108.0,5.0,129.0,15.0,0.0,9.886933814728158,77
174.0,4.0,288.0,12.0,0.0,5.520520753037217,85
27.0,1.0,173.0,12.0,1.0,5.6749758420096565,90
3.0,2.0,0.0,6.0,0.0,9.748601768196986,42
26.0,1.0,0.0,7.0,1.0,0.8667343509071719,140
2.0,1.0,0.0,28.0,1.0,3.634037549488217,120
14.0,1.0,32.0,83.0,1.0,9.866692016919918,260
1.0,1.0,0.0,6.0,1.0,8.894039013404232,50
22.0,1.0,50.0,21.0,1.0,9.869087663126137,150
2.0,1.0,0.0,2.0,0.0,5.344161123319517,45
100.0,1.0,0.0,11.0,1.0,2.70582132553429,145
0.0,1.0,89.0,18.0,0.0,13.137981054745755,100
7.0,1.0,0.0,56.0,0.0,5.162528870070284,88
15.0,1.0,7.0,2.0,1.0,7.997749870477715,150
0.0,1.0,179.0,22.0,0.0,12.128404414203022,39
328.0,1.0,234.0,20.0,1.0,3.688254190892972,144
11.0,1.0,65.0,56.0,0.0,5.247235172707012,70
2.0,33.0,338.0,28.0,1.0,3.665687848840956,135
17.0,1.0,364.0,19.0,1.0,4.136026260115968,233
15.0,1.0,249.0,19.0,0.0,3.5623111598694748,128
1.0,5.0,292.0,7.0,0.0,0.8688316317640221,159
1.0,1.0,0.0,3.0,1.0,8.597840330787683,225
158.0,2.0,201.0,21.0,0.0,8.029601588231333,45
0.0,1.0,305.0,12.0,0.0,4.836116050498314,89
2.0,10.0,365.0,111.0,0.0,13.821770225277028,50
6.0,9.0,175.0,7.0,2.0,0.981269550209505,85
16.0,1.0,136.0,87.0,1.0,11.09816978007864,288
38.0,1.0,0.0,8.0,1.0,2.2284477130545945,110
224.0,1.0,77.0,6.0,1.0,7.818004218363464,96
10.0,1.0,0.0,14.0,0.0,2.2252340359265377,91
7.0,2.0,8.0,6.0,0.0,8.723539559698999,25
82.0,1.0,41.0,12.0,1.0,5.31186206086505,280
0.0,1.0,20.0,12.0,1.0,5.478217702107179,550
3.0,1.0,259.0,1.0,1.0,1.0890679632111555,180
0.0,1.0,0.0,104.0,1.0,24.533370672023008,150
2.0,1.0,18.0,120.0,0.0,19.20927638475678,29
0.0,1.0,0.0,1.0,1.0,1.002720379026401,350
13.0,9.0,289.0,23.0,1.0,4.034381917162104,99
8.0,1.0,41.0,19.0,1.0,3.582516323582915,119
0.0,1.0,0.0,8.0,1.0,3.2801548914333716,150
1.0,1.0,0.0,8.0,1.0,2.2712237330205904,280
0.0,96.0,329.0,43.0,1.0,6.149817380340245,165
4.0,1.0,0.0,11.0,1.0,3.16571160745034,275
1.0,2.0,0.0,28.0,1.0,1.8711332350229049,140
51.0,1.0,248.0,61.0,1.0,22.080183254243405,150
95.0,5.0,224.0,2.0,0.0,6.087319725859353,118
23.0,5.0,156.0,31.0,0.0,7.0185585248838915,53
5.0,3.0,102.0,6.0,0.0,8.728141606089721,150
0.0,1.0,0.0,20.0,0.0,4.68000108745014,70
8.0,4.0,98.0,90.0,0.0,14.239858412700407,65
9.0,1.0,312.0,4.0,1.0,5.641227791394499,450
0.0,1.0,12.0,56.0,1.0,5.042427898779472,210
6.0,1.0,0.0,19.0,1.0,2.9826619418716,175
3.0,103.0,207.0,4.0,0.0,5.4594767393530415,34
5.0,1.0,54.0,64.0,1.0,4.161430895942197,350
2.0,1.0,9.0,10.0,1.0,10.61663338800367,450
3.0,1.0,0.0,22.0,1.0,12.165514926659457,56
0.0,1.0,90.0,22.0,0.0,14.32417676352369,80
35.0,1.0,333.0,15.0,0.0,10.077181138951657,60
0.0,1.0,0.0,20.0,1.0,4.809058160927642,100
7.0,1.0,0.0,28.0,1.0,3.448712248457883,125
0.0,1.0,160.0,23.0,1.0,4.37727981178617,320
8.0,1.0,0.0,7.0,1.0,0.8656167783870307,225
0.0,4.0,105.0,15.0,1.0,11.268285861072462,575
46.0,2.0,292.0,142.0,0.0,11.237927470996754,40
3.0,1.0,94.0,8.0,0.0,3.2673520750466456,250
2.0,1.0,0.0,20.0,0.0,5.11914252375432,78
0.0,4.0,179.0,152.0,0.0,21.770782327620566,180
0.0,1.0,87.0,30.0,0.0,12.047667055366418,50
199.0,1.0,326.0,28.0,0.0,2.948244211921619,75
0.0,1.0,0.0,6.0,0.0,7.737168875417053,80
7.0,1.0,0.0,6.0,1.0,9.19187987089104,150
5.0,1.0,80.0,12.0,1.0,6.72969679014399,154
0.0,1.0,0.0,32.0,1.0,7.514298857501207,115
5.0,2.0,133.0,20.0,0.0,5.388097948310353,60
9.0,1.0,0.0,37.0,0.0,15.294509915544008,80
0.0,1.0,365.0,2.0,1.0,6.3861755214870035,200
17.0,1.0,4.0,12.0,0.0,6.189812139788002,90
5.0,1.0,38.0,7.0,0.0,0.9352095915230458,125
30.0,1.0,90.0,25.0,1.0,4.032768756093608,134
12.0,1.0,12.0,19.0,0.0,3.579033313104798,59
0.0,1.0,0.0,10.0,1.0,9.87950203560901,150
1.0,1.0,0.0,6.0,0.0,7.801473003525358,25
3.0,47.0,345.0,7.0,0.0,0.8795262854943917,55
107.0,1.0,116.0,4.0,1.0,4.638947080675943,75
29.0,2.0,117.0,23.0,0.0,4.26128742972477,110
8.0,1.0,0.0,23.0,1.0,4.146336618188275,250
21.0,1.0,24.0,4.0,1.0,5.791342981578962,220
2.0,1.0,35.0,24.0,2.0,11.1711867544494,45
55.0,2.0,362.0,33.0,1.0,8.821779356169142,1395
13.0,1.0,13.0,6.0,1.0,8.404693661928597,100
146.0,6.0,252.0,81.0,1.0,9.495971963173538,89
2.0,31.0,64.0,1.0,1.0,1.400047438104118,150
0.0,2.0,130.0,6.0,0.0,8.284210395149195,100
173.0,5.0,360.0,22.0,0.0,11.780700128831976,36
5.0,1.0,0.0,34.0,1.0,8.340238384532642,94
3.0,3.0,256.0,6.0,0.0,8.72782693812615,40
13.0,5.0,76.0,22.0,0.0,11.985399131057202,45
67.0,1.0,264.0,16.0,1.0,9.20179450762235,132
23.0,1.0,0.0,2.0,1.0,8.241967345438368,140
48.0,2.0,53.0,12.0,1.0,6.045396122590759,150
14.0,1.0,156.0,7.0,1.0,0.5416695460078343,240
1.0,1.0,0.0,8.0,0.0,5.224987397717758,80
3.0,1.0,0.0,8.0,1.0,3.3037132763378154,200
33.0,7.0,225.0,7.0,2.0,0.9167912447878798,75
0.0,1.0,3.0,20.0,1.0,3.499409071014633,115
13.0,1.0,24.0,26.0,1.0,2.178017776553859,140
4.0,1.0,0.0,25.0,1.0,4.662075048962568,113
11.0,1.0,0.0,12.0,1.0,4.59317239487424,200
28.0,1.0,359.0,125.0,0.0,22.253674990149122,55
0.0,1.0,61.0,19.0,1.0,3.5768370094496817,220
54.0,1.0,98.0,1.0,1.0,1.3648715600719685,99
0.0,1.0,0.0,21.0,1.0,8.393997644309033,250
106.0,1.0,210.0,21.0,1.0,8.432044045835612,130
12.0,1.0,179.0,22.0,0.0,11.810308125835133,95
23.0,1.0,37.0,12.0,0.0,4.616769218662463,120
3.0,3.0,352.0,23.0,1.0,3.869393030474881,449
4.0,1.0,254.0,68.0,0.0,2.655116820255976,100
5.0,1.0,63.0,1.0,1.0,0.8713546410990685,700
60.0,1.0,66.0,4.0,0.0,5.221814210386666,70
46.0,1.0,248.0,6.0,1.0,9.029617946432342,185
17.0,1.0,336.0,24.0,1.0,11.439692288746858,150
86.0,1.0,117.0,16.0,0.0,10.096482640865366,60
54.0,1.0,209.0,2.0,1.0,8.41017119875745,110
2.0,2.0,363.0,19.0,1.0,3.24777258173846,160
29.0,2.0,0.0,7.0,1.0,0.905712826545139,399
59.0,2.0,213.0,15.0,1.0,9.822099368938066,105
7.0,39.0,339.0,14.0,1.0,2.3860309220718086,150
9.0,1.0,84.0,145.0,0.0,25.371065515460213,60
0.0,3.0,363.0,22.0,2.0,12.259137958206574,20
0.0,10.0,75.0,144.0,0.0,14.755400185621513,58
1.0,1.0,0.0,90.0,2.0,13.763580791753677,22
1.0,121.0,345.0,7.0,1.0,0.9345708102841436,369
0.0,1.0,0.0,77.0,0.0,4.821074220574399,200
2.0,1.0,0.0,43.0,0.0,6.301186023201707,100
1.0,1.0,0.0,44.0,1.0,9.460799572586811,95
0.0,1.0,102.0,17.0,0.0,12.220261687569064,40
1.0,1.0,258.0,30.0,1.0,10.446447075114422,150
8.0,1.0,188.0,27.0,0.0,3.6647288348657203,142
1.0,1.0,179.0,6.0,0.0,9.249173498456148,150
0.0,1.0,0.0,3.0,1.0,8.113795971844697,150
155.0,3.0,328.0,12.0,0.0,5.27136225485321,90
6.0,2.0,358.0,120.0,0.0,19.425223870909427,80
28.0,1.0,0.0,28.0,1.0,2.8816399253143232,120
19.0,1.0,121.0,64.0,1.0,3.8816570357285283,240
6.0,1.0,98.0,19.0,1.0,3.745216709653273,199
1.0,1.0,342.0,21.0,1.0,9.437635657601325,197
0.0,2.0,220.0,100.0,1.0,14.496574634824306,119
17.0,1.0,8.0,3.0,1.0,8.267944500435753,120
0.0,2.0,156.0,6.0,0.0,10.793064056917505,60
51.0,3.0,71.0,12.0,1.0,5.111624059155773,219
2.0,327.0,260.0,43.0,1.0,6.1478061804325375,244
1.0,1.0,0.0,28.0,1.0,4.359175672697277,125
0.0,1.0,89.0,23.0,1.0,4.076711533482856,200
12.0,3.0,75.0,22.0,0.0,13.775889453301012,129
0.0,1.0,0.0,12.0,1.0,5.5800380931935845,220
0.0,1.0,0.0,20.0,1.0,3.5296235274131633,154
4.0,1.0,0.0,8.0,0.0,2.2082655887300304,150
86.0,1.0,171.0,200.0,1.0,13.683742444385313,86
107.0,2.0,0.0,26.0,0.0,1.6744871269042918,69
14.0,1.0,0.0,56.0,0.0,6.066291269722461,57
19.0,2.0,245.0,28.0,0.0,2.114980350100329,120
0.0,1.0,0.0,23.0,1.0,4.208967509660521,400
8.0,1.0,263.0,19.0,1.0,3.787529978540434,700
4.0,1.0,0.0,60.0,1.0,5.281160347823918,135
93.0,8.0,365.0,34.0,0.0,8.673139082635538,149
31.0,2.0,220.0,10.0,1.0,10.246546197436459,199
15.0,1.0,87.0,113.0,1.0,7.017995673340445,225
0.0,1.0,365.0,103.0,1.0,7.559028782871786,109
1.0,87.0,365.0,5.0,1.0,1.2401269776653634,190
2.0,47.0,351.0,7.0,0.0,0.9727022081499587,120
4.0,1.0,0.0,12.0,1.0,6.230700749162447,110
10.0,1.0,353.0,20.0,0.0,4.2186920122953815,100
18.0,1.0,312.0,15.0,0.0,10.389483425918169,80
137.0,4.0,208.0,4.0,0.0,5.12031342529206,103
0.0,1.0,0.0,20.0,1.0,4.299306961736514,150
48.0,8.0,340.0,70.0,0.0,13.028512918865532,62
67.0,3.0,252.0,12.0,1.0,5.051100802446673,130
11.0,1.0,59.0,11.0,1.0,2.885738528346458,230
7.0,1.0,0.0,21.0,0.0,8.346110809613247,35
122.0,1.0,105.0,12.0,1.0,5.539307141611099,185
8.0,1.0,0.0,16.0,0.0,8.819999825009857,88
2.0,1.0,123.0,19.0,1.0,3.141441499176132,275
2.0,2.0,0.0,6.0,0.0,10.291185008627847,45
0.0,10.0,281.0,73.0,2.0,17.759087983404456,20
0.0,1.0,12.0,21.0,1.0,9.474102844625518,90
0.0,4.0,80.0,2.0,0.0,7.629934810397345,60
6.0,1.0,30.0,0.0,1.0,12.355835356694143,90
8.0,1.0,178.0,15.0,1.0,10.688805645179638,225
15.0,4.0,111.0,21.0,0.0,10.183032541082703,51
0.0,1.0,365.0,11.0,1.0,3.162844918190827,250
8.0,1.0,0.0,21.0,0.0,9.086222415585212,48
2.0,1.0,0.0,26.0,0.0,1.9736210951244222,102
2.0,2.0,0.0,19.0,0.0,3.5216615737464956,120
0.0,1.0,0.0,20.0,1.0,5.060067393839755,190
15.0,1.0,29.0,19.0,0.0,3.2494387740087487,98
0.0,87.0,357.0,14.0,1.0,1.574703237965378,205
0.0,1.0,179.0,1.0,0.0,1.1880825913075745,180
1.0,1.0,279.0,22.0,1.0,13.340963668503196,78
37.0,1.0,100.0,33.0,1.0,8.359898453643341,150
15.0,1.0,1.0,20.0,1.0,5.2360288356056595,150
22.0,1.0,35.0,22.0,1.0,13.781339612923928,89
148.0,2.0,303.0,25.0,0.0,3.9691496540290356,70
0.0,15.0,201.0,71.0,0.0,0.5372880418354404,100
3.0,1.0,167.0,150.0,0.0,12.010033039496355,63
59.0,3.0,111.0,64.0,0.0,4.272494653883623,81
3.0,1.0,6.0,11.0,1.0,2.82599491039533,204
0.0,2.0,89.0,15.0,0.0,10.136247901522111,600
1.0,1.0,0.0,7.0,1.0,1.099224851779484,149
9.0,1.0,0.0,15.0,1.0,9.702621210575346,60
0.0,1.0,199.0,20.0,0.0,4.0787731012659165,105
3.0,2.0,0.0,132.0,0.0,2.926053125172731,100
58.0,2.0,0.0,12.0,0.0,7.468292160238342,29
42.0,1.0,54.0,60.0,0.0,5.066234376314804,119
0.0,1.0,135.0,28.0,1.0,2.751140185516375,210
0.0,1.0,90.0,19.0,1.0,2.987109752071406,400
4.0,1.0,0.0,28.0,1.0,3.1253857495504302,200
9.0,1.0,0.0,2.0,1.0,5.757272128140577,105
12.0,1.0,127.0,1.0,1.0,1.652750724266804,200
2.0,1.0,0.0,20.0,1.0,4.929028048494608,220
3.0,1.0,0.0,0.0,1.0,12.553433491669043,210
1.0,1.0,0.0,33.0,1.0,8.53385839015581,150
0.0,10.0,364.0,6.0,0.0,8.151066867562651,75
162.0,1.0,208.0,4.0,1.0,6.660140210762269,200
1.0,1.0,278.0,7.0,1.0,0.9597322961381749,400
0.0,4.0,191.0,21.0,0.0,7.9780143844063325,68
0.0,1.0,0.0,19.0,0.0,3.6425816538825333,165
0.0,1.0,0.0,1.0,1.0,1.3138459639317983,200
200.0,1.0,58.0,2.0,0.0,5.303970326431953,80
100.0,3.0,260.0,6.0,0.0,9.518867606566985,50
29.0,1.0,0.0,28.0,1.0,3.439254370499505,120
8.0,3.0,303.0,2.0,1.0,7.027814984632693,226
5.0,1.0,5.0,2.0,0.0,8.683733266770853,60
